2015-07-25 17:18:02.799433: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:18:06.496644: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:18:10.228858: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:18:13.938070: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:18:17.638282: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:18:21.327493: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:18:25.035705: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:18:28.746917: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:18:32.450129: updated weight of base 1, zone 2 to 1.72
2015-07-25 17:18:36.145340: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:18:39.876554: updated weight of base 1, zone 2 to 3.16
2015-07-25 17:18:44.060793: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:18:52.151256: updated weight of base 1, zone 2 to 3.37
2015-07-25 17:18:55.920471: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:18:59.619683: updated weight of base 1, zone 2 to 1.52
2015-07-25 17:19:03.315894: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:19:10.595311: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:19:14.950560: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:19:18.646771: updated weight of base 1, zone 2 to 1.75
2015-07-25 17:19:22.366984: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:19:26.063195: updated weight of base 1, zone 2 to 0.52
2015-07-25 17:19:29.761407: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:19:33.474619: updated weight of base 1, zone 2 to 3.38
2015-07-25 17:19:37.170831: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:19:40.868042: updated weight of base 1, zone 2 to 3.36
2015-07-25 17:19:44.576254: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:19:49.156516: updated weight of base 1, zone 2 to 0.34
2015-07-25 17:19:52.873729: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:19:56.595942: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:00.293153: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:03.996365: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:07.714578: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:11.411789: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:15.114001: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:18.823213: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:22.513424: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:26.253638: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:29.943849: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:33.654061: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:37.374274: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:41.060485: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:44.812700: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:48.501911: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:20:52.233124: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:20:55.987339: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:00.551600: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:04.231810: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:07.942023: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:11.650235: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:15.351446: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:19.060658: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:22.759870: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:26.483083: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:30.172294: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:33.923509: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:37.606719: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:41.344933: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:45.041144: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:48.781358: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:52.478570: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:21:56.179782: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:21:59.898994: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:22:03.591205: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:07.297417: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:22:11.009630: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:14.698841: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:22:18.451055: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:22.143267: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:22:25.850479: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:29.569691: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:22:33.258902: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:36.979115: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:22:40.681327: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:44.370538: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:22:48.094751: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:51.787962: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:22:55.499174: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:22:59.187385: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:23:02.899598: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:06.607810: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:23:10.327023: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:14.020234: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:23:17.716445: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:21.434658: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:23:25.128869: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:28.836081: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:23:32.577295: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:36.286507: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:23:39.977718: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:43.804937: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:23:47.500149: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:51.195360: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:23:54.897572: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:23:58.621785: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:24:02.317996: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:24:06.016208: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:24:09.714419: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:24:13.424632: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:24:17.147844: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:24:20.837055: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:24:24.573269: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:24:28.265480: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:24:32.021695: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:24:35.704906: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:24:40.733193: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:25:36.272370: updated weight of base 1, zone 2 to 0.47
2015-07-25 17:25:39.965581: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:25:43.695795: updated weight of base 1, zone 2 to 0.48
2015-07-25 17:25:47.392006: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:25:51.103218: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:25:54.782429: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:25:58.541644: updated weight of base 1, zone 2 to 0.47
2015-07-25 17:26:02.263857: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:26:05.961068: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:26:09.664280: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:26:13.376492: updated weight of base 1, zone 2 to 0.48
2015-07-25 17:26:17.072704: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:26:20.773915: updated weight of base 1, zone 2 to 0.47
2015-07-25 17:26:24.473127: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:26:28.192340: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:26:31.886551: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:26:35.621765: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:26:39.322976: updated weight of base 1, zone 1 to 0.14
2015-07-25 17:26:43.021188: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:26:46.733400: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:26:50.469614: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:26:54.163825: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:26:57.897039: updated weight of base 1, zone 2 to 0.48
2015-07-25 17:27:01.590250: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:27:05.307463: updated weight of base 1, zone 2 to 0.47
2015-07-25 17:27:09.002674: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:27:12.707886: updated weight of base 1, zone 2 to 0.48
2015-07-25 17:27:16.443100: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:27:20.144311: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:27:23.862524: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:27:27.568736: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:27:31.248946: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:27:34.983160: updated weight of base 1, zone 2 to 0.47
2015-07-25 17:27:38.688372: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:27:42.387584: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:27:46.079795: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:27:49.811008: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:27:53.509220: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:27:57.202431: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:28:00.899642: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:28:04.609855: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:28:08.328067: updated weight of base 1, zone 1 to 0.13
2015-07-25 17:29:36.287098: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:29:39.855302: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:29:43.548514: updated weight of base 1, zone 1 to 0.16
2015-07-25 17:29:47.327730: updated weight of base 1, zone 2 to 0.05
2015-07-25 17:29:51.097945: updated weight of base 1, zone 1 to 0.16
2015-07-25 17:29:54.821158: updated weight of base 1, zone 2 to 0.05
2015-07-25 17:29:58.503369: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:30:02.214581: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:30:05.924793: updated weight of base 1, zone 1 to 0.16
2015-07-25 17:30:09.632005: updated weight of base 1, zone 2 to 0.05
2015-07-25 17:30:13.338217: updated weight of base 1, zone 1 to 0.16
2015-07-25 17:30:20.607633: updated weight of base 1, zone 2 to 0.13
2015-07-25 17:30:24.334846: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:30:31.613263: updated weight of base 1, zone 2 to 0.13
2015-07-25 17:30:36.039516: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:30:39.742728: updated weight of base 1, zone 2 to 0.13
2015-07-25 17:30:43.441939: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:30:47.154152: updated weight of base 1, zone 2 to 0.13
2015-07-25 17:30:50.882365: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:30:54.574576: updated weight of base 1, zone 2 to 0.13
2015-07-25 17:30:58.279788: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:31:01.982000: updated weight of base 1, zone 2 to 0.13
2015-07-25 17:31:05.717213: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:31:09.410425: updated weight of base 1, zone 2 to 0.13
2015-07-25 17:31:51.150812: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:31:54.862024: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:31:58.561236: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:32:02.262448: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:32:05.960659: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:32:09.666871: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:32:13.462088: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:32:17.179301: updated weight of base 1, zone 2 to 1.26
2015-07-25 17:32:20.892513: updated weight of base 1, zone 1 to 0.71
2015-07-25 17:32:24.581724: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:32:28.288936: updated weight of base 1, zone 1 to 1.35
2015-07-25 17:32:32.001148: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:32:35.691360: updated weight of base 1, zone 1 to 1.35
2015-07-25 17:32:39.368570: updated weight of base 1, zone 2 to 0.47
2015-07-25 17:32:43.112784: updated weight of base 1, zone 1 to 1.35
2015-07-25 17:32:46.828997: updated weight of base 1, zone 2 to 1.26
2015-07-25 17:32:53.552381: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:32:57.290595: updated weight of base 1, zone 2 to 1.26
2015-07-25 17:33:00.991807: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:33:04.697019: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:33:08.399230: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:33:12.100442: updated weight of base 1, zone 2 to 0.46
2015-07-25 17:33:15.798654: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:33:19.497865: updated weight of base 1, zone 2 to 0.56
2015-07-25 17:33:23.218078: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:33:26.920290: updated weight of base 1, zone 2 to 0.54
2015-07-25 17:33:30.631502: updated weight of base 1, zone 1 to 0.97
2015-07-25 17:33:34.337714: updated weight of base 1, zone 2 to 0.55
2015-07-25 17:33:38.026925: updated weight of base 1, zone 1 to 0.97
2015-07-25 17:33:41.746138: updated weight of base 1, zone 2 to 0.88
2015-07-25 17:33:45.459350: updated weight of base 1, zone 1 to 0.66
2015-07-25 17:33:49.150561: updated weight of base 1, zone 2 to 0.85
2015-07-25 17:33:52.869774: updated weight of base 1, zone 1 to 0.66
2015-07-25 17:33:56.554985: updated weight of base 1, zone 2 to 0.85
2015-07-25 17:34:00.276198: updated weight of base 1, zone 1 to 0.66
2015-07-25 17:34:03.966409: updated weight of base 1, zone 2 to 0.86
2015-07-25 17:34:07.677621: updated weight of base 1, zone 1 to 0.66
2015-07-25 17:34:11.377832: updated weight of base 1, zone 2 to 0.86
2015-07-25 17:34:15.077044: updated weight of base 1, zone 1 to 0.66
2015-07-25 17:34:18.803257: updated weight of base 1, zone 2 to 0.85
2015-07-25 17:34:22.495468: updated weight of base 1, zone 1 to 0.66
2015-07-25 17:34:26.196680: updated weight of base 1, zone 2 to 0.86
2015-07-25 17:34:29.914893: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:34:33.605104: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:34:37.319316: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:34:41.014528: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:34:44.708739: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:34:48.457953: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:34:52.174166: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:34:56.506414: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:00.193625: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:35:03.914837: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:07.626050: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:35:11.325261: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:15.023473: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:35:18.736685: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:22.432897: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:35:26.145109: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:29.836320: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:35:33.557533: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:37.313748: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:35:41.053962: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:44.774174: updated weight of base 1, zone 1 to 0.59
2015-07-25 17:35:48.462385: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:52.184598: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:35:55.884810: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:35:59.582021: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:36:03.283233: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:36:06.988445: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:36:10.700657: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:36:14.401869: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:36:18.102081: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:36:21.813293: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:36:25.510504: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:36:29.211716: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:36:32.921928: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:36:36.622140: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:36:40.329352: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:36:47.602768: updated weight of base 1, zone 1 to 0.59
2015-07-25 17:36:51.332981: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:36:55.030193: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:36:58.740405: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:02.441617: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:37:06.150829: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:09.849040: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:37:13.551252: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:17.260464: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:37:20.970677: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:24.669888: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:37:28.371100: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:32.070311: updated weight of base 1, zone 1 to 0.56
2015-07-25 17:37:35.803525: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:39.492736: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:37:43.201948: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:46.910160: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:37:50.608372: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:37:54.308583: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:37:58.010795: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:38:01.726008: updated weight of base 1, zone 1 to 0.57
2015-07-25 17:38:05.418219: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:38:09.145432: updated weight of base 1, zone 1 to 0.58
2015-07-25 17:38:12.838643: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:38:16.537855: updated weight of base 1, zone 1 to 0.62
2015-07-25 17:38:20.256068: updated weight of base 1, zone 2 to 1.26
2015-07-25 17:38:23.949279: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:38:27.660491: updated weight of base 1, zone 2 to 0.21
2015-07-25 17:38:31.380704: updated weight of base 1, zone 1 to 1.36
2015-07-25 17:38:35.080915: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:38:38.788127: updated weight of base 1, zone 1 to 1.36
2015-07-25 17:38:42.488339: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:38:46.200551: updated weight of base 1, zone 1 to 1.35
2015-07-25 17:38:49.909764: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:38:53.608975: updated weight of base 1, zone 1 to 1.35
2015-07-25 17:38:57.307187: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:39:01.015399: updated weight of base 1, zone 1 to 1.36
2015-07-25 17:39:04.714610: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:39:08.440824: updated weight of base 1, zone 1 to 1.36
2015-07-25 17:39:12.127034: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:39:15.861248: updated weight of base 1, zone 1 to 1.35
2015-07-25 17:39:50.667239: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:39:54.364450: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:39:58.056661: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:40:01.764873: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:40:05.474086: updated weight of base 1, zone 1 to 1.36
2015-07-25 17:40:09.182298: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:40:12.906511: updated weight of base 1, zone 1 to 1.37
2015-07-25 17:40:17.130752: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:40:20.813963: updated weight of base 1, zone 1 to 1.36
2015-07-25 17:40:24.531176: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:40:28.233387: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:40:31.945600: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:40:35.644811: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:41:08.285678: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:41:12.001891: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:41:15.742105: updated weight of base 1, zone 1 to 1.33
2015-07-25 17:41:19.462318: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:41:23.186531: updated weight of base 1, zone 1 to 1.33
2015-07-25 17:41:26.881742: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:41:30.580953: updated weight of base 1, zone 1 to 1.32
2015-07-25 17:41:34.285165: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:41:37.993377: updated weight of base 1, zone 1 to 1.32
2015-07-25 17:41:41.681588: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:41:45.430803: updated weight of base 1, zone 1 to 1.32
2015-07-25 17:41:49.132015: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:41:52.902230: updated weight of base 1, zone 1 to 1.33
2015-07-25 17:41:56.631443: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:42:00.329655: updated weight of base 1, zone 1 to 1.32
2015-07-25 17:42:07.631073: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:42:11.351285: updated weight of base 1, zone 1 to 1.31
2015-07-25 17:42:15.050497: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:42:18.751709: updated weight of base 1, zone 1 to 1.32
2015-07-25 17:42:22.462921: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:42:26.160132: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:42:29.880345: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:42:33.579557: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:42:37.281769: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:42:40.981980: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:43:13.399834: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:43:17.140048: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:43:20.848260: updated weight of base 1, zone 1 to 1.29
2015-07-25 17:43:24.559473: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:43:28.259684: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:43:32.813945: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:43:36.500156: updated weight of base 1, zone 1 to 0.53
2015-07-25 17:43:40.207368: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:43:43.926580: updated weight of base 1, zone 1 to 0.53
2015-07-25 17:43:47.638793: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:43:51.328004: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:43:58.623421: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:44:02.338634: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:44:09.628050: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:44:13.367264: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:44:17.066476: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:44:20.778688: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:44:24.486900: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:44:28.186112: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:44:31.885323: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:44:35.606536: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:44:39.348750: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:44:46.628167: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:44:50.348380: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:44:57.634796: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:01.357009: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:05.076222: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:08.776434: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:12.499646: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:16.225860: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:19.912070: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:23.636283: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:27.336495: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:31.053708: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:34.736918: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:38.525135: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:42.265349: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:45.965561: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:49.667772: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:45:53.361984: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:45:57.064195: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:00.774408: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:46:04.482620: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:08.196832: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:46:11.883043: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:15.594255: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:46:19.311468: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:23.000679: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:46:26.724892: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:30.412103: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:46:34.121315: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:38.519567: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:46:42.219778: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:45.930990: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:46:49.632202: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:46:53.345415: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:47:00.629831: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:47:04.371045: updated weight of base 1, zone 2 to 0.00
2015-07-25 17:47:08.080257: updated weight of base 1, zone 1 to 0.00
2015-07-25 17:47:11.772469: updated weight of base 1, zone 2 to 0.00
